Constituency No.	Constituency Name	Candidate Name	Party	Votes Polled	Position	Win/Lose Margin
1	Rajasthan - Sadulshahar	JAGDISH CHANDER	Indian National Congress	73153	1	9676
1	Rajasthan - Sadulshahar	GURVEER SINGH BRAR	Bharatiya Janata Party	63477	2	9676
1	Rajasthan - Sadulshahar	OM BISHNOI	Independent	36767	3	
1	Rajasthan - Sadulshahar	PALA RAM	Communist Party of India (Marxist)	2602	4	
1	Rajasthan - Sadulshahar	AVTAR SINGH	Communist Party of India	1764	5	
1	Rajasthan - Sadulshahar	BALWANT NIMIWAL	Abhinav Rajasthan Party	1744	6	
1	Rajasthan - Sadulshahar	None of the Above	None of the Above	1641	7	
1	Rajasthan - Sadulshahar	VINOD KHICHAR	Bahujan Samaj Party	1097	8	
1	Rajasthan - Sadulshahar	ANKIT BHAMBHU	Aam Aadmi Party	1072	9	
1	Rajasthan - Sadulshahar	MAJOR SINGH	Independent	783	10	
1	Rajasthan - Sadulshahar	NIRANJAN SINGH	Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann)	347	11	
1	Rajasthan - Sadulshahar	KRISHAN GOSWAMI	Republican Party of India (A)	309	12	
2	Rajasthan - Ganganagar	RAJ KUMAR GAUR	Independent	44998	1	9180
2	Rajasthan - Ganganagar	ASHOK CHANDAK	Indian National Congress	35818	2	9180
2	Rajasthan - Ganganagar	VINITA AHUJA	Bharatiya Janata Party	29686	3	
2	Rajasthan - Ganganagar	JAIDEEP BIHANI	Independent	29206	4	
2	Rajasthan - Ganganagar	PRAHALAD RAI TAK	Bahujan Samaj Party	14834	5	
2	Rajasthan - Ganganagar	KAMINI JINDAL	National Unionist Zamindara Party	4887	6	
2	Rajasthan - Ganganagar	RADHESHYAM GANGANAGAR	Independent	2318	7	
2	Rajasthan - Ganganagar	None of the Above	None of the Above	1170	8	
2	Rajasthan - Ganganagar	DHIR SINGH	Independent	994	9	
2	Rajasthan - Ganganagar	NAND KISHORE BIHANI	Independent	981	10	
2	Rajasthan - Ganganagar	KRISHAN KUMAR	Independent	848	11	
2	Rajasthan - Ganganagar	AMIT KARGWAL	Aam Aadmi Party	836	12	
2	Rajasthan - Ganganagar	PREET KALRA	Independent	457	13	
2	Rajasthan - Ganganagar	RAHUL MAHASHAYA	Lok Jan Shakti Party	419	14	
2	Rajasthan - Ganganagar	RAJESH BHART	Independent	387	15	
2	Rajasthan - Ganganagar	AMIT KHARIWAL	Independent	293	16	
2	Rajasthan - Ganganagar	JASWANT SINGH	Maharana Kranti Party	281	17	
2	Rajasthan - Ganganagar	ASHOK KUMAR	Independent	275	18	
2	Rajasthan - Ganganagar	KARISHMA	Dalit Kranti Dal	233	19	
2	Rajasthan - Ganganagar	DAYA RAM	Bharat Lok Sewak Party	219	20	
2	Rajasthan - Ganganagar	SHYAM SUNDER	Independent	177	21	
2	Rajasthan - Ganganagar	JAKIR HUSAIN	Jantawadi Congress Party	174	22	
2	Rajasthan - Ganganagar	MANJEET SINGH	Abhinav Rajasthan Party	162	23	
3	Rajasthan - Karanpur	GURMEET SINGH KOONER	Indian National Congress	73896	1	28376
3	Rajasthan - Karanpur	PRITHIPAL SINGH	Independent	45520	2	28376
3	Rajasthan - Karanpur	SURENDERPAL SINGH	Bharatiya Janata Party	44099	3	
3	Rajasthan - Karanpur	MAHENDER KUMAR RASSEWAT	Independent	15782	4	
3	Rajasthan - Karanpur	RANJEET	Bahujan Samaj Party	1474	5	
3	Rajasthan - Karanpur	MAMTA	Independent	1370	6	
3	Rajasthan - Karanpur	None of the Above	None of the Above	1300	7	
3	Rajasthan - Karanpur	SUKHRAM	Independent	1260	8	
3	Rajasthan - Karanpur	HARIRAM RAMGARIA	Independent	1233	9	
3	Rajasthan - Karanpur	PRAHLAD RAI	Aam Aadmi Party	900	10	
3	Rajasthan - Karanpur	TITAR SINGH	Independent	653	11	
3	Rajasthan - Karanpur	SHIV LAL	Independent	523	12	
3	Rajasthan - Karanpur	JAIPARKASH	Independent	487	13	
3	Rajasthan - Karanpur	PRITHVI RAJ	Independent	422	14	
3	Rajasthan - Karanpur	CHUKI DEVI	Independent	298	15	
3	Rajasthan - Karanpur	RAISAHAB	Republican Party of India (A)	249	16	
3	Rajasthan - Karanpur	SUNIL KUMAR MEGHWAL	Bharatiya Republican Paksha	131	17	
4	Rajasthan - Suratgarh	RAMPRATAP KASNIYAN	Bharatiya Janata Party	69032	1	10235
4	Rajasthan - Suratgarh	HANUMAN MEEL	Indian National Congress	58797	2	10235
4	Rajasthan - Suratgarh	DUNGAR RAM GEDAR	Bahujan Samaj Party	55543	3	
4	Rajasthan - Suratgarh	None of the Above	None of the Above	1591	4	
4	Rajasthan - Suratgarh	OM RAJPUROHIT	Independent	1346	5	
4	Rajasthan - Suratgarh	SHRAWAN RAM	Independent	822	6	
4	Rajasthan - Suratgarh	SATYA PAL MEGHWAL	Independent	779	7	
4	Rajasthan - Suratgarh	SATYA PRAKASH	Aam Aadmi Party	747	8	
4	Rajasthan - Suratgarh	NAND KISHOR	All India Hindustan Congress Party	697	9	
4	Rajasthan - Suratgarh	KRISHAN KUMAR	Bharatiya Yuva Shakti	544	10	
4	Rajasthan - Suratgarh	MAHAVIR PRASAD PAREEK URF TIWARI	Independent	289	11	
4	Rajasthan - Suratgarh	PITAMBER DUTT SHARMA	Independent	277	12	
4	Rajasthan - Suratgarh	GOPIRAM	Maharana Kranti Party	233	13	
4	Rajasthan - Suratgarh	PAWAN KUMAR MISHAR (P K MISHAR)	Independent	192	14	
4	Rajasthan - Suratgarh	BHAWANI SHANKAR	Independent	171	15	
4	Rajasthan - Suratgarh	DHARAM PAL	Independent	137	16	
5	Rajasthan - Raisingh Nagar	BALVEER SINGH LUTHRA	Bharatiya Janata Party	76935	1	33671
5	Rajasthan - Raisingh Nagar	SHYOPAT RAM	Communist Party of India (Marxist)	43264	2	33671
5	Rajasthan - Raisingh Nagar	SOHAN LAL NAYAK	Independent	38234	3	
5	Rajasthan - Raisingh Nagar	SONA DEVI	Indian National Congress	31294	4	
5	Rajasthan - Raisingh Nagar	SUCHCHA SINGH	Aam Aadmi Party	3541	5	
5	Rajasthan - Raisingh Nagar	None of the Above	None of the Above	1842	6	
5	Rajasthan - Raisingh Nagar	KUMBHARAM	Bahujan Samaj Party	1357	7	
5	Rajasthan - Raisingh Nagar	YODESH RAJ BOKOLIYA	Independent	1302	8	
5	Rajasthan - Raisingh Nagar	HARJI RAM	Independent	1058	9	
5	Rajasthan - Raisingh Nagar	RAJESH KUMAR SIKARWAL	National Unionist Zamindara Party	1036	10	
5	Rajasthan - Raisingh Nagar	RAJPAL LOTIA	Bharatiya Rashtravadi Samanta Party	752	11	
5	Rajasthan - Raisingh Nagar	SONA SINGH	Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann)	562	12	
5	Rajasthan - Raisingh Nagar	MAHAVIR PRASAD	Independent	448	13	
5	Rajasthan - Raisingh Nagar	DURGARAM	Independent	359	14	
5	Rajasthan - Raisingh Nagar	KRISHAN LAL	Independent	313	15	
5	Rajasthan - Raisingh Nagar	RAJESH KUMAR	Maharana Kranti Party	295	16	
6	Rajasthan - Anupgarh	SANTOSH	Bharatiya Janata Party	79383	1	21124
6	Rajasthan - Anupgarh	KULDEEP INDORA	Indian National Congress	58259	2	21124
6	Rajasthan - Anupgarh	SHIMLA DEVI NAYAK	Independent	21666	3	
6	Rajasthan - Anupgarh	PAWAN KUMAR DUGGAL	Communist Party of India (Marxist)	17688	4	
6	Rajasthan - Anupgarh	None of the Above	None of the Above	3009	5	
6	Rajasthan - Anupgarh	SHANKAR LAL	Bahujan Samaj Party	1522	6	
6	Rajasthan - Anupgarh	JAGDISH	Aam Aadmi Party	1070	7	
6	Rajasthan - Anupgarh	BANWARI	Maharana Kranti Party	726	8	
7	Rajasthan - Sangaria	GURDEEP SINGH	Bharatiya Janata Party	99064	1	6538
7	Rajasthan - Sangaria	SHABNAM GODARA	Indian National Congress	92526	2	6538
7	Rajasthan - Sangaria	BALVIR SINGH	Bahujan Samaj Party	2863	3	
7	Rajasthan - Sangaria	RUPENDRA SINGH	Independent	2063	4	
7	Rajasthan - Sangaria	None of the Above	None of the Above	1891	5	
7	Rajasthan - Sangaria	ANIL KUMAR	Aam Aadmi Party	995	6	
7	Rajasthan - Sangaria	VEDPRAKASH	Independent	392	7	
7	Rajasthan - Sangaria	BALJINDER SINGH	Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann)	364	8	
7	Rajasthan - Sangaria	RADHE SHYAM	Independent	304	9	
7	Rajasthan - Sangaria	RAJENDER KUMAR	Dalit Kranti Dal	188	10	
8	Rajasthan - Hanumangarh	VINOD KUMAR	Indian National Congress	111207	1	15522
8	Rajasthan - Hanumangarh	RAMPRATAP	Bharatiya Janata Party	95685	2	15522
8	Rajasthan - Hanumangarh	RAGHUVER SINGH	Communist Party of India (Marxist)	4347	3	
8	Rajasthan - Hanumangarh	JETHA RAM	Bahujan Samaj Party	2529	4	
8	Rajasthan - Hanumangarh	None of the Above	None of the Above	2215	5	
8	Rajasthan - Hanumangarh	RAMKUMAR	Communist Party of India	1708	6	
8	Rajasthan - Hanumangarh	SURENDRAPAL	Aam Aadmi Party	1421	7	
8	Rajasthan - Hanumangarh	KULDEEP SINGH	Bahujan Mukti Party	962	8	
8	Rajasthan - Hanumangarh	VINOD KUMAR	Independent	806	9	
8	Rajasthan - Hanumangarh	VINOD KUMAR	Independent	736	10	
8	Rajasthan - Hanumangarh	RAMPRATAP	Independent	698	11	
8	Rajasthan - Hanumangarh	VINOD KUMAR	Rashtriya Loktantrik Party	515	12	
8	Rajasthan - Hanumangarh	CHIRANJI LAL	Independent	473	13	
8	Rajasthan - Hanumangarh	VINOD KUMAR MEGHWAL	Bharatiya Republican Paksha	322	14	
8	Rajasthan - Hanumangarh	SALMA BANO	Dalit Kranti Dal	195	15	
9	Rajasthan - Pilibanga	DHARMENDRA KUMAR	Bharatiya Janata Party	106414	1	278
9	Rajasthan - Pilibanga	VINOD KUMAR	Indian National Congress	106136	2	278
9	Rajasthan - Pilibanga	SUSHIL KUMAR	Bahujan Samaj Party	3523	3	
9	Rajasthan - Pilibanga	MANI RAM	Communist Party of India (Marxist)	2659	4	
9	Rajasthan - Pilibanga	None of the Above	None of the Above	2441	5	
9	Rajasthan - Pilibanga	SUBHASH CHANDRA	Independent	1801	6	
9	Rajasthan - Pilibanga	NEHA MEGHWAL	Rashtriya Loktantrik Party	1635	7	
9	Rajasthan - Pilibanga	ROOPRAM	Independent	768	8	
9	Rajasthan - Pilibanga	PEERA RAM	Aam Aadmi Party	454	9	
9	Rajasthan - Pilibanga	JASVINDER SINGH	Bahujan Mukti Party	386	10	
10	Rajasthan - Nohar	AMIT CHACHAN	Indian National Congress	93851	1	13727
10	Rajasthan - Nohar	ABHISHEK MATORIA	Bharatiya Janata Party	80124	2	13727
10	Rajasthan - Nohar	RAM KISHAN BHAKAR	Independent	13312	3	
10	Rajasthan - Nohar	MANGEJ CHOUDHARY	Communist Party of India (Marxist)	9870	4	
10	Rajasthan - Nohar	RADHESYAM MEGWAL	Bahujan Samaj Party	2065	5	
10	Rajasthan - Nohar	None of the Above	None of the Above	2065	6	
10	Rajasthan - Nohar	RAM SWAROOP	Independent	1240	7	
10	Rajasthan - Nohar	JASWANT SIHAG	Bharat Vahini Party	607	8	
10	Rajasthan - Nohar	OM PRAKASH SANGWAL	Independent	458	9	
10	Rajasthan - Nohar	MUKESH SANSI	Dalit Kranti Dal	227	10	
11	Rajasthan - Bhadra	BALWAN POONIA	Communist Party of India (Marxist)	82204	1	23153
11	Rajasthan - Bhadra	SANJEEV KUMAR	Bharatiya Janata Party	59051	2	23153
11	Rajasthan - Bhadra	DR. SURESH CHOUDHARI	Indian National Congress	37574	3	
11	Rajasthan - Bhadra	ROOP NATH	Bahujan Samaj Party	15581	4	
11	Rajasthan - Bhadra	None of the Above	None of the Above	2300	5	
11	Rajasthan - Bhadra	PREM SINGH POONIA	Independent	1465	6	
11	Rajasthan - Bhadra	PRATAP SINGH	Independent	1162	7	
11	Rajasthan - Bhadra	RAMSWAROOP	Independent	711	8	
11	Rajasthan - Bhadra	VISHVAJEET SINGH	Independent	624	9	
11	Rajasthan - Bhadra	RAJESH KUMAR	Independent	524	10	
11	Rajasthan - Bhadra	BHAGIRATH	Independent	348	11	
11	Rajasthan - Bhadra	MANOJ KUMAR	Independent	297	12	
11	Rajasthan - Bhadra	BALWAN SINGH	Independent	295	13	
12	Rajasthan - Khajuwala	GOVIND RAM	Indian National Congress	82994	1	31089
12	Rajasthan - Khajuwala	DR. VISHWANATH	Bharatiya Janata Party	51905	2	31089
12	Rajasthan - Khajuwala	MITHU SINGH	Rashtriya Loktantrik Party	9779	3	
12	Rajasthan - Khajuwala	None of the Above	None of the Above	2130	4	
12	Rajasthan - Khajuwala	GORDHAN RAM	Bahujan Samaj Party	1945	5	
12	Rajasthan - Khajuwala	LALIT MOHAN	Independent	1639	6	
12	Rajasthan - Khajuwala	TARACHAND	Independent	1206	7	
12	Rajasthan - Khajuwala	MANGILAL	Bharat Vahini Party	1158	8	
12	Rajasthan - Khajuwala	SATYANARAYAN	Aam Aadmi Party	679	9	
13	Rajasthan - Bikaner West	BULAKI DAS KALLA	Indian National Congress	75128	1	6190
13	Rajasthan - Bikaner West	GOPAL KRISHN	Bharatiya Janata Party	68938	2	6190
13	Rajasthan - Bikaner West	GOPAL GAHLOT	Independent	6563	3	
13	Rajasthan - Bikaner West	None of the Above	None of the Above	1780	4	
13	Rajasthan - Bikaner West	NARAYAN HARI	Bahujan Samaj Party	1462	5	
13	Rajasthan - Bikaner West	NARAYAN	Independent	1007	6	
13	Rajasthan - Bikaner West	SHABNAM BANO	Independent	900	7	
13	Rajasthan - Bikaner West	CHETAN PRAKASH PANIA	Abhinav Rajasthan Party	884	8	
13	Rajasthan - Bikaner West	SURENDRA SINGH	Independent	389	9	
13	Rajasthan - Bikaner West	PUKHRAJ	Shiv Sena	306	10	
13	Rajasthan - Bikaner West	SHIV SHANKAR OJHA	Anarakshit Samaj Party	216	11	
13	Rajasthan - Bikaner West	RITESH KUMAR	Aam Aadmi Party	205	12	
13	Rajasthan - Bikaner West	HAJI MO.	Dalit Kranti Dal	116	13	
14	Rajasthan - Bikaner East	SIDDHI KUMARI	Bharatiya Janata Party	73174	1	7061
14	Rajasthan - Bikaner East	KANHAIYA LAL JHANWAR	Indian National Congress	66113	2	7061
14	Rajasthan - Bikaner East	GOPAL GAHLOT	Independent	4969	3	
14	Rajasthan - Bikaner East	RAPHIK SHAH	Bahujan Samaj Party	1617	4	
14	Rajasthan - Bikaner East	YUDHISTHAR SINGH BHATI	Independent	1266	5	
14	Rajasthan - Bikaner East	ANKUR SHUKLA	Abhinav Rajasthan Party	1122	6	
14	Rajasthan - Bikaner East	None of the Above	None of the Above	895	7	
14	Rajasthan - Bikaner East	MANJU LATA GAHLOT	Independent	855	8	
14	Rajasthan - Bikaner East	YAKUB ALI	Independent	534	9	
14	Rajasthan - Bikaner East	MOOLCHAND NAYAK	Ambedkarite Party of India	385	10	
14	Rajasthan - Bikaner East	ADARSH SHARMA	Independent	321	11	
14	Rajasthan - Bikaner East	RAJKUMAR KALOD	Independent	300	12	
14	Rajasthan - Bikaner East	ADVOCATE HANUMAN SINGH	Aam Aadmi Party	300	13	
14	Rajasthan - Bikaner East	ARIF HUSSAIN	Independent	293	14	
14	Rajasthan - Bikaner East	PRIYANKA	Independent	280	15	
14	Rajasthan - Bikaner East	VIVEK MACHRA	Rashtriya Loktantrik Party	273	16	
14	Rajasthan - Bikaner East	PHOOSA RAM BHADOO	Independent	156	17	
14	Rajasthan - Bikaner East	PRADEEP SHARMA	Independent	153	18	
14	Rajasthan - Bikaner East	RAJENDRA KUMAR PUROHIT	Independent	107	19	
14	Rajasthan - Bikaner East	HARISINGH RASISAR	Shiv Sena	106	20	
14	Rajasthan - Bikaner East	MADHU BALA	Dalit Kranti Dal	95	21	
14	Rajasthan - Bikaner East	SAWROOPCHAND GAHLOT	Independent	52	22	
14	Rajasthan - Bikaner East	HAJI MOHAMMAD	Independent	36	23	
15	Rajasthan - Kolayat	BHANWAR SINGH BHATI	Indian National Congress	89505	1	11016
15	Rajasthan - Kolayat	POONAM KANWAR BHATI	Bharatiya Janata Party	78489	2	11016
15	Rajasthan - Kolayat	None of the Above	None of the Above	3332	3	
15	Rajasthan - Kolayat	DR. SURESH KUMAR BISHNOI	Rashtriya Loktantrik Party	2915	4	
15	Rajasthan - Kolayat	HANUTARAM MEGHWAL	Independent	1977	5	
15	Rajasthan - Kolayat	RUGHANATH RAM	Bahujan Samaj Party	1350	6	
15	Rajasthan - Kolayat	BHARTA RAM	Independent	361	7	
15	Rajasthan - Kolayat	OM PRAKASH BISHNOI	Naya Bharat Party	223	8	
15	Rajasthan - Kolayat	BHANWAR SINGH S/O SADUL SINGH	Independent	174	9	
15	Rajasthan - Kolayat	BHANWAR SINGH S/O NARAYAN SINGH	Independent	174	10	
15	Rajasthan - Kolayat	PUNAM CHAND	Aam Aadmi Party	168	11	
15	Rajasthan - Kolayat	LIKHAMARAM	Bahujan Mukti Party	148	12	
15	Rajasthan - Kolayat	ARJUN SINGH	Independent	145	13	
15	Rajasthan - Kolayat	NARSINGH	Dalit Kranti Dal	92	14	
16	Rajasthan - Lunkaransar	SUMIT GODARA	Bharatiya Janata Party	72822	1	10853
16	Rajasthan - Lunkaransar	VIRENDRA BENIWAL	Indian National Congress	61969	2	10853
16	Rajasthan - Lunkaransar	PRABHUDAYAL	Independent	23892	3	
16	Rajasthan - Lunkaransar	PAWAN KUMAR OJHA	Bahujan Samaj Party	2720	4	
16	Rajasthan - Lunkaransar	LALCHAND BHADU	Communist Party of India (Marxist)	2600	5	
16	Rajasthan - Lunkaransar	VIJAYPAL BENIWAL	Rashtriya Loktantrik Party	2321	6	
16	Rajasthan - Lunkaransar	None of the Above	None of the Above	2075	7	
16	Rajasthan - Lunkaransar	GHANSHYAM MEGHWAL	Dalit Kranti Dal	1403	8	
16	Rajasthan - Lunkaransar	BINDU PANWAR	Independent	1028	9	
16	Rajasthan - Lunkaransar	BHARATARAM	Independent	824	10	
16	Rajasthan - Lunkaransar	HARBAKSH KOUR	National Unionist Zamindara Party	815	11	
16	Rajasthan - Lunkaransar	BHANWAR LAL	Aam Aadmi Party	426	12	
17	Rajasthan - SHREE DUNGARGARH	GIRDHARILAL	Communist Party of India (Marxist)	72376	1	23896
17	Rajasthan - SHREE DUNGARGARH	MANGALARAM	Indian National Congress	48480	2	23896
17	Rajasthan - SHREE DUNGARGARH	TARACHAND	Bharatiya Janata Party	42973	3	
17	Rajasthan - SHREE DUNGARGARH	KISHANARAM NAI	Bharat Vahini Party	4101	4	
17	Rajasthan - SHREE DUNGARGARH	None of the Above	None of the Above	3894	5	
17	Rajasthan - SHREE DUNGARGARH	BHERA RAM	Bahujan Samaj Party	2120	6	
17	Rajasthan - SHREE DUNGARGARH	KALUDAS	Dalit Kranti Dal	1182	7	
17	Rajasthan - SHREE DUNGARGARH	DANARAM	Rashtriya Loktantrik Party	1033	8	
17	Rajasthan - SHREE DUNGARGARH	SHARWANRAM	Aam Aadmi Party	1017	9	
17	Rajasthan - SHREE DUNGARGARH	DHANNARAM	Asankhya Samaj Party	850	10	
17	Rajasthan - SHREE DUNGARGARH	BALWANT	Abhinav Rajasthan Party	699	11	
18	Rajasthan - Nokha	BIHARILAL	Bharatiya Janata Party	86917	1	8663
18	Rajasthan - Nokha	RAMESHWAR DUDI	Indian National Congress	78254	2	8663
18	Rajasthan - Nokha	MANGANARAM	Independent	8305	3	
18	Rajasthan - Nokha	MEGHSINGH	Independent	5969	4	
18	Rajasthan - Nokha	INDU DEVI	Rashtriya Loktantrik Party	4546	5	
18	Rajasthan - Nokha	None of the Above	None of the Above	3188	6	
18	Rajasthan - Nokha	VASUDEV	Independent	1705	7	
18	Rajasthan - Nokha	NARAYAN	Independent	865	8	
18	Rajasthan - Nokha	RAMESHWAR	Independent	641	9	
18	Rajasthan - Nokha	KISHORE SINGH	Abhinav Rajasthan Party	476	10	
18	Rajasthan - Nokha	JAGDISH	Bhartiya Panchyat Party	429	11	
18	Rajasthan - Nokha	BHANWAR LAL MEGHWAL	Bahujan Mukti Party	298	12	
18	Rajasthan - Nokha	BAHNWAR LAL	Aam Aadmi Party	275	13	
19	Rajasthan - Sadulpur	KRISHNA POONIA	Indian National Congress	70020	1	18084
19	Rajasthan - Sadulpur	MANOJ NYANGALI	Bahujan Samaj Party	51936	2	18084
19	Rajasthan - Sadulpur	RAM SINGH KASWAN	Bharatiya Janata Party	50492	3	
19	Rajasthan - Sadulpur	None of the Above	None of the Above	1111	4	
19	Rajasthan - Sadulpur	BHAGAT SINGH	Communist Party of India (Marxist)	1095	5	
19	Rajasthan - Sadulpur	RAJPAL	Aam Aadmi Party	588	6	
19	Rajasthan - Sadulpur	NARENDRA SINGH TANWAR	Independent	561	7	
19	Rajasthan - Sadulpur	KRISHANA	Independent	504	8	
19	Rajasthan - Sadulpur	MANOJ KUMAR S/O KESHAR DEV	Independent	482	9	
19	Rajasthan - Sadulpur	VIMAL	Abhinav Rajasthan Party	267	10	
19	Rajasthan - Sadulpur	MANOJ KUMAR S/O SHER SINGH	Independent	217	11	
19	Rajasthan - Sadulpur	RAJENDRA SINGH	Bharat Vahini Party	129	12	
19	Rajasthan - Sadulpur	AJEET SINGH	Independent	96	13	
20	Rajasthan - Taranagar	NARENDRA BUDANIYA	Indian National Congress	56968	1	12555
20	Rajasthan - Taranagar	RAKESH JANGIR	Bharatiya Janata Party	44413	2	12555
20	Rajasthan - Taranagar	DR. CHANDRASHEKHAR BAID	Independent	41296	3	
20	Rajasthan - Taranagar	COMRADE NIRMAL KUMAR	Communist Party of India (Marxist)	13416	4	
20	Rajasthan - Taranagar	TILOKA RAM KASWAN	Independent	12570	5	
20	Rajasthan - Taranagar	ANUPAL SINGH	Kranti Janshakti Party	1625	6	
20	Rajasthan - Taranagar	ALISHER KHAN	Bahujan Samaj Party	1333	7	
20	Rajasthan - Taranagar	RAMESH KUMAR	Independent	1251	8	
20	Rajasthan - Taranagar	VIRENDRA SINGH	Independent	1179	9	
20	Rajasthan - Taranagar	NATTHU SINGH	Independent	911	10	
20	Rajasthan - Taranagar	DR. RAHUL KASWAN	Independent	769	11	
20	Rajasthan - Taranagar	None of the Above	None of the Above	663	12	
20	Rajasthan - Taranagar	AMARJEET	Independent	600	13	
20	Rajasthan - Taranagar	BISHANARAM	Bahujan Sangharshh Dal	420	14	
20	Rajasthan - Taranagar	BHOJRAJ	Aam Aadmi Party	384	15	
20	Rajasthan - Taranagar	BUDDHRAM	Bahujan Mukti Party	266	16	
20	Rajasthan - Taranagar	HOSHIYAR SINGH	Dalit Kranti Dal	240	17	
21	Rajasthan - Sardarshahar	BHANWARLAL SHARMA	Indian National Congress	95282	1	16816
21	Rajasthan - Sardarshahar	ASHOK KUMAR	Bharatiya Janata Party	78466	2	16816
21	Rajasthan - Sardarshahar	BALDEV	Rashtriya Loktantrik Party	10273	3	
21	Rajasthan - Sardarshahar	OMAKAR	Bahujan Samaj Party	6762	4	
21	Rajasthan - Sardarshahar	COMRADE CHHAGAN LAL CHOUDHARY	Communist Party of India (Marxist)	3516	5	
21	Rajasthan - Sardarshahar	HIRA LAL	Communist Party of India	3327	6	
21	Rajasthan - Sardarshahar	None of the Above	None of the Above	2943	7	
21	Rajasthan - Sardarshahar	BHUPENDRA SINGH	Independent	1865	8	
21	Rajasthan - Sardarshahar	HARISH KUMAR JANGIR	Independent	971	9	
21	Rajasthan - Sardarshahar	SANWARMAL	Independent	650	10	
21	Rajasthan - Sardarshahar	IMRAN KHAN	Independent	524	11	
21	Rajasthan - Sardarshahar	KARANI SINGH	Independent	462	12	
21	Rajasthan - Sardarshahar	RAJENDRA PRASAD	Nationalist People's Front	360	13	
21	Rajasthan - Sardarshahar	VINOD	Abhinav Rajasthan Party	346	14	
22	Rajasthan - Churu	RAJENDRA RATHORE	Bharatiya Janata Party	87233	1	1850
22	Rajasthan - Churu	RAFIQUE MANDELIA	Indian National Congress	85383	2	1850
22	Rajasthan - Churu	None of the Above	None of the Above	1816	3	
22	Rajasthan - Churu	SALIM GUJAR	Independent	1347	4	
22	Rajasthan - Churu	YUNAS KHAN	Independent	1209	5	
22	Rajasthan - Churu	USHA RATHORE	Bharat Vahini Party	1078	6	
22	Rajasthan - Churu	ASGAR KHAN	Bahujan Samaj Party	1053	7	
22	Rajasthan - Churu	DEVENDRA JOSHI	Abhinav Rajasthan Party	573	8	
22	Rajasthan - Churu	MAHENDRA NARAYAN PANDEY	Independent	371	9	
22	Rajasthan - Churu	RAMCHANDRA RAJOTIA	Aam Aadmi Party	241	10	
22	Rajasthan - Churu	KAMAL KUMAR SONI	Independent	160	11	
22	Rajasthan - Churu	BANWARI LAL	Bahujan Sangharshh Dal	113	12	
22	Rajasthan - Churu	ARVIND	Independent	110	13	
23	Rajasthan - Ratangarh	ABHINESH MAHARSHI	Bharatiya Janata Party	71201	1	11881
23	Rajasthan - Ratangarh	POOSARAM GODARA	Independent	59320	2	11881
23	Rajasthan - Ratangarh	BHANWARLAL PUJARI	Indian National Congress	22791	3	
23	Rajasthan - Ratangarh	RAJ KUMAR RINWA	Independent	18789	4	
23	Rajasthan - Ratangarh	DAULAT RAM PENSIA	Janata Dal (United)	3387	5	
23	Rajasthan - Ratangarh	ROHTASH KUMAR	Independent	2231	6	
23	Rajasthan - Ratangarh	ASHOK SINGH RATHORE (RAVANA RAJPUT)	Independent	1375	7	
23	Rajasthan - Ratangarh	HEMANT KUMAR	Bahujan Samaj Party	820	8	
23	Rajasthan - Ratangarh	SANJAY KUMAR	Independent	802	9	
23	Rajasthan - Ratangarh	BANSHILAL	Abhinav Rajasthan Party	714	10	
23	Rajasthan - Ratangarh	AMARCHAND	Aam Aadmi Party	647	11	
23	Rajasthan - Ratangarh	PAVITRA DEVI	Rashtriya Loktantrik Party	556	12	
23	Rajasthan - Ratangarh	None of the Above	None of the Above	533	13	
23	Rajasthan - Ratangarh	OM PRAKASH	Ambedkarite Party of India	392	14	
23	Rajasthan - Ratangarh	ASHOKKUMAR	Independent	350	15	
23	Rajasthan - Ratangarh	SAMSHER SINGH	Bharat Vahini Party	317	16	
23	Rajasthan - Ratangarh	PANKAJ KUMAR	Bahujan Mukti Party	214	17	
23	Rajasthan - Ratangarh	JEETENDRA BHARGAV	Republican Party of India (A)	199	18	
24	Rajasthan - Sujangarh	MASTER BHANWARLAL MEGHWAL	Indian National Congress	83632	1	38749
24	Rajasthan - Sujangarh	KHEMARAM	Bharatiya Janata Party	44883	2	38749
24	Rajasthan - Sujangarh	SANTOSH MEGHWAL	Independent	38603	3	
24	Rajasthan - Sujangarh	SITARAM	Bahujan Samaj Party	4802	4	
24	Rajasthan - Sujangarh	RAMESHWARLAL	Independent	4353	5	
24	Rajasthan - Sujangarh	None of the Above	None of the Above	3201	6	
24	Rajasthan - Sujangarh	HEERALAL	Independent	2359	7	
24	Rajasthan - Sujangarh	DOULATRAM	Abhinav Rajasthan Party	840	8	
24	Rajasthan - Sujangarh	VINOD KUMAR KHATEEK	Rashtriya Sarvjan Vikas Party	645	9	
25	Rajasthan - Pilani	J.P. CHANDELIA	Indian National Congress	84715	1	13539
25	Rajasthan - Pilani	KAILASH CHAND	Bharatiya Janata Party	71176	2	13539
25	Rajasthan - Pilani	None of the Above	None of the Above	1704	3	
25	Rajasthan - Pilani	JAYA KUMARI	Bahujan Samaj Party	1049	4	
25	Rajasthan - Pilani	SUMER SINGH	Ambedkarite Party of India	566	5	
25	Rajasthan - Pilani	SATYANARAYAN	Independent	535	6	
